time,eiPosition_ft_X,eiPosition_ft_Y,eiPosition_ft_Z,eiVelocity_ft_s_X,eiVelocity_ft_s_Y,eiVelocity_ft_s_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,dynamicPressure_lbf_ft2
0.0,4194654.42372,-1.64256716713E7,1.22431323548E7,1527.14819503,632.768137531,323.536464734,400.010306117,400.010306117,-2.84217094304E-14,10013.0,-75.6744444444,36.0191666667,32.188575449212834,45.0,2.63872542557,2.54714452989E-13,0.0025001133056,-0.0039335,-0.00234432604426,1077.35273281,0.00175483349468,1454.88339281,482.979175529,-1372.98751417,2.83284569386E-10,-20642.4835618,-1.19984296064E-7,-3729.80087674,-5.12084841131E-10,0.525083366639,280.787827751
0.1,4194807.13463,-1.64256083975E7,1.22431647046E7,1527.08375351,632.728076371,323.470367095,399.93410968,399.941941101,0.00683207228286,10012.9999563,-75.6743092667,36.0192764819,32.18857555704938,45.0001355816,2.63397995923,-0.00322083194915,-0.035483910899,-0.0347184106214,-0.00154118066632,1077.35273298,0.00175483349709,1454.88339528,482.979175684,-1429.52287495,-0.728717977783,-20317.9670503,53.4732382092,693.496617088,6.50085061526,0.524988485545,280.686362246
0.2,4194959.84194,-1.64255451244E7,1.22431970504E7,1527.06582771,632.736839536,323.449468558,399.915522042,399.930726035,0.0160382751647,10012.9987389,-75.6741740997,36.019386286,32.1885756685353,45.0003316649,2.63290920034,-0.00684263875939,-0.0332965478201,-0.00478410177582,-7.27874115589E-4,1077.35273782,0.00175483356416,1454.88346395,482.979180022,-1421.55021899,-1.13493614024,-20367.2978884,22.1724088476,61.0374947088,11.3982664931,0.524968922804,280.665457349
0.3,4195112.54811,-1.64254818499E7,1.22432293948E7,1527.05839118,632.751959615,323.440901589,399.909004175,399.931247163,0.0208753577734,10012.9968832,-75.6740389338,36.0194960872,32.188575781954,45.000624391,2.63293450542,-0.0103057335756,-0.0315635243464,-0.00340233576085,2.98759132363E-4,1077.35274519,0.00175483366639,1454.88356862,482.979186633,-1420.64507809,-1.12812689004,-20373.9806937,2.18849291054,0.253291314802,11.0440582612,0.524964983582,280.661265486
0.4,4195265.25367,-1.64254185739E7,1.22432617386E7,1527.05293545,632.768568091,323.434759298,399.905007243,399.934055994,0.0250565544242,10012.994583,-75.6739037671,36.019605887,32.18857589675976,45.0010126487,2.63300121869,-0.0136458644443,-0.0304343422967,-0.00310133193783,0.00111288242749,1077.35275433,0.00175483379311,1454.88369836,482.979194828,-1420.54688481,-0.78582677902,-20376.3876279,-13.0128981378,1.51825437131,6.75239813465,0.524964199634,280.660452273
0.5,4195417.95871,-1.64253552962E7,1.22432940818E7,1527.04786262,632.785259223,323.42931984,399.90157014,399.937256478,0.0288125655649,10012.9918862,-75.6737685991,36.0197156857,32.18857601275901,45.0014601998,2.63309991628,-0.0169042109063,-0.0296713406251,-0.00281546908287,0.00145351404473,1077.35276505,0.00175483394168,1454.88385049,482.979204436,-1420.41551881,-0.294101155342,-20378.980926,-20.0977220383,-0.283762299623,0.842375791742,0.524964039452,280.660310344
0.6,4195570.66325,-1.64252920169E7,1.22433264245E7,1527.04286289,632.801740037,323.424248332,399.898300159,399.94047593,0.0321727343913,10012.9888338,-75.6736334299,36.0198254836,32.18857612985152,45.0019154932,2.63322222165,-0.0200971847363,-0.0290233069019,-0.00261413181236,0.00127598935142,1077.35277718,0.00175483410984,1454.88402266,482.979215311,-1420.29943745,0.154169385664,-20381.4144569,-18.6362509783,-1.19999816214,-4.37354432174,0.524964000754,280.660302179
0.7,4195723.36729,-1.64252287359E7,1.22433587667E7,1527.03785762,632.817971536,323.419474223,399.89512946,399.943628513,0.0351637286895,10012.985464,-75.6734982594,36.0199352806,32.18857624802927,45.002332135,2.63336283725,-0.0232182402583,-0.0282762756078,-0.00244341762484,7.16408325418E-4,1077.35279057,0.00175483429548,1454.88421274,482.979227316,-1420.19173874,0.424370973859,-20383.7233241,-11.0757479371,-1.79714614138,-7.33938285206,0.52496398274,280.660319584
0.8,4195876.07082,-1.64251654533E7,1.22433911084E7,1527.03280919,632.833961793,323.414989837,399.892061911,399.946679751,0.0378039237378,10012.9818129,-75.6733630877,36.0200450767,32.188576366955324,45.0026829883,2.63351942498,-0.0262468259736,-0.0273128800744,-0.00229223043057,5.79516341556E-6,1077.35280507,0.00175483449663,1454.88441868,482.979240325,-1420.08942334,0.470702083033,-20385.9230918,-1.29106819366,-2.31486000357,-7.58947260906,0.524963965382,280.660340754
0.9,4196028.77384,-1.64251021691E7,1.22434234497E7,1527.02769041,632.849727777,323.410798606,399.889113914,399.949607498,0.0401100441572,10012.9779145,-75.6732279147,36.020154872,32.18857648665654,45.0029647615,2.63369015129,-0.0291597859277,-0.0261278497952,-0.00215853453999,-6.27007221517E-4,1077.35282056,0.00175483471139,1454.88463858,482.979254213,-1419.99215883,0.330767442145,-20388.0152992,7.00582004277,-2.7806846855,-5.65055610038,0.524963944968,280.660361345
1.0,4196181.47635,-1.64250388834E7,1.22434557906E7,1527.02248471,632.865285828,323.406899945,399.886296718,399.952399739,0.042098557181,10012.9738016,-75.6730927407,36.0202646665,32.188576607009566,45.0031937667,2.63387332988,-0.0319409375598,-0.02480347607,-0.00204132819759,-0.00102949136251,1077.35283691,0.00175483493798,1454.88487057,482.979268867,-1419.89986668,0.0942224488996,-20390.0005686,11.4384682782,-3.20122690187,-2.64282007031,0.524963921051,280.660380526
1.1,4196334.17834,-1.64249755961E7,1.22434881311E7,1527.01718829,632.880649029,323.403284783,399.883610995,399.955056021,0.0437858157225,10012.969505,-75.6729575655,36.0203744602,32.18857672798458,45.0033962535,2.63406736847,-0.0345861272583,-0.0234621928789,-0.00193983795352,-0.0011577727918,1077.35285398,0.00175483517468,1454.88511293,482.979284174,-1419.81250126,-0.138368941278,-20391.8796179,11.4347297058,-3.57938700868,0.221155888474,0.524963893829,280.660398172
1.2,4196486.87979,-1.64249123072E7,1.22435204712E7,1527.01180863,632.895827207,323.399936067,399.881047464,399.957586027,0.0451880522967,10012.9650541,-75.6728223892,36.0204842532,32.18857684945825,45.0035977121,2.63427075414,-0.0371031544175,-0.0222169570211,-0.0018532972579,-0.00106607401907,1077.35287167,0.00175483541989,1454.88536399,482.979300032,-1419.73002543,-0.290810804909,-20393.6533752,8.00005086784,-3.91631357768,2.05283833261,0.524963863619,280.660414301
1.3,4196639.5807,-1.64248490169E7,1.22435528111E7,1527.00635989,632.910828158,323.396832043,399.878590913,399.960005385,0.0463213391878,10012.9604766,-75.6726872119,36.0205940456,32.18857697124383,45.0038148678,2.63448204985,-0.0395077662709,-0.0211361031929,-0.00178089557465,-8.66634836739E-4,1077.35288986,0.00175483567207,1454.88562219,482.97931634,-1419.65238426,-0.33053058564,-20395.3231164,3.0284436962,-4.21347096632,2.50319011828,0.524963830745,280.66042896
1.4,4196792.28106,-1.64247857251E7,1.22435851506E7,1527.00085711,632.925659257,323.393950441,399.876225341,399.9623305,0.0472015402567,10012.9557985,-75.6725520337,36.0207038372,32.18857709329844,45.004052361,2.63469989464,-0.0418179309586,-0.0202308126343,-0.0017217955594,-6.79889191942E-4,1077.35290845,0.00175483592979,1454.88588607,482.979333007,-1419.57950734,-0.269205420376,-20396.8904419,-1.51839184935,-4.47244339145,1.75292227904,0.524963795525,280.660442205
1.5,4196944.98087,-1.64247224318E7,1.22436174899E7,1526.99531151,632.940328798,323.391271959,399.873938233,399.964574277,0.0478442663601,10012.9510444,-75.6724168545,36.0208136282,32.1885772157314,45.0043041223,2.63492300359,-0.0440486517347,-0.0194640990458,-0.00167515102475,-5.93378226951E-4,1077.35292734,0.0017548361917,1454.88615423,482.979349945,-1419.5113055,-0.148821211638,-20398.3572735,-4.26602555468,-4.69525341656,0.332295761658,0.524963758259,280.660454089
1.6,4197097.68012,-1.6424659137E7,1.22436498289E7,1526.98972798,632.954846673,323.388782068,399.871722758,399.966743916,0.0482648306883,10012.9462372,-75.6722816743,36.0209234186,32.188577338183975,45.0045579186,2.63515016917,-0.046208890397,-0.0187734534841,-0.00164015324201,-6.40791975862E-4,1077.35294644,0.00175483645653,1454.88642538,482.979367071,-1419.44767869,-0.0210444474094,-20399.725776,-4.74084841188,-4.88381530527,-1.13175318536,0.524963719234,280.660464669
1.7,4197250.37881,-1.64245958408E7,1.22436821676E7,1526.98410529,632.9692243,323.386470938,399.869577656,399.968841029,0.0484782141016,10012.9413985,-75.6721464932,36.0210332084,32.18857746081108,45.0048008637,2.63538026034,-0.0483011213148,-0.018096638241,-0.00161603352833,-8.03362248964E-4,1077.35296566,0.0017548367231,1454.88669832,482.97938431,-1419.38851137,0.071837867645,-20400.9983493,-3.31818755763,-5.04044195006,-2.14209332752,0.524963678723,280.660474004
1.8,4197403.07694,-1.64245325432E7,1.22437145062E7,1526.97843811,632.983474006,323.384331954,399.867505373,399.970863506,0.0484990332243,10012.9365482,-75.6720113113,36.0211429977,32.188577583447774,45.005023875,2.63561222158,-0.0503230604892,-0.0173915003577,-0.00160207831853,-0.0010280346373,1077.35298494,0.00175483699031,1454.88697191,482.979401591,-1419.33368154,0.108556323736,-20402.1775455,-0.905582010894,-5.16727730602,-2.46370638061,0.524963636984,280.660482153
1.9,4197555.7745,-1.64244692441E7,1.22437468445E7,1526.97271995,632.997608159,323.382359614,399.865509451,399.972808124,0.0483415155788,10012.9317049,-75.6718761285,36.0212527863,32.188577706088054,45.0052238663,2.63584507042,-0.0522705094615,-0.0166447159772,-0.001597622033,-0.00125265406685,1077.35300418,0.00175483725713,1454.8872451,482.979418846,-1419.28305985,0.0909811287483,-20403.2660476,1.47490198302,-5.26649918181,-2.1402607763,0.524963594262,280.660489173
2.0,4197708.47148,-1.64244059436E7,1.22437791826E7,1526.96694578,633.011638402,323.380547654,399.863592194,399.97467288,0.0480194808999,10012.9268856,-75.6717409448,36.0213625744,32.188577828594774,45.0054034793,2.63607789467,-0.0541401332518,-0.0158691499235,-0.00160201591257,-0.00142834827339,1077.35302333,0.00175483752263,1454.88751694,482.979436016,-1419.23652136,0.0382153580326,-20404.2666014,3.0460451664,-5.33950263361,-1.41604944983,0.524963550786,280.660495126
2.1,4197861.16789,-1.64243426418E7,1.22438115206E7,1526.96111351,633.025575205,323.378887959,399.861753306,399.976458351,0.047546322169,10012.9221063,-75.6716057604,36.021472362,32.188577951097066,45.0055690065,2.63630984965,-0.0559312834151,-0.0150932980697,-0.00161462817218,-0.00153245454118,1077.35304232,0.00175483778593,1454.88778653,482.979453044,-1419.19393019,-0.0235767064783,-20405.1820805,3.47274647745,-5.38816697154,-0.610405664743,0.524963506771,280.660500069
2.2,4198013.8637,-1.64242793385E7,1.22438438584E7,1526.95522424,633.039427794,323.377370434,399.859989723,399.978167865,0.0469349921574,10012.9173812,-75.6714705752,36.0215821491,32.18857807331663,45.0057275949,2.63654015524,-0.0576464920925,-0.0143480665348,-0.00163482000561,-0.00156994144274,1077.3530611,0.00175483804624,1454.88805306,482.979469878,-1419.15515883,-0.0713139151625,-20406.0153896,2.87000615782,-5.41338022139,0.00358594870128,0.524963462419,280.66050406
2.3,4198166.55893,-1.64242160339E7,1.22438761961E7,1526.9492813,633.053204399,323.375983659,399.858296412,399.979806697,0.0461979884329,10012.9127237,-75.6713353892,36.0216919358,32.188578195364805,45.005884809,2.63676809418,-0.0592907817374,-0.0136558063097,-0.00166195195837,-0.00156549661435,1077.35307961,0.00175483830283,1454.88831577,482.979486471,-1419.12006659,-0.0918147752698,-20406.7695691,1.6623615711,-5.41674618346,0.277529965605,0.524963417916,280.660507155
2.4,4198319.25356,-1.64241527279E7,1.22439085336E7,1526.94328886,633.066912665,323.374715944,399.856667666,399.981380781,0.0453473412793,10012.9081456,-75.6712002025,36.0218017219,32.18857831720272,45.0060432636,2.63699301029,-0.0608702880638,-0.0130246606715,-0.0016953861434,-0.00155099706802,1077.3530978,0.00175483855504,1454.88857401,482.979502782,-1419.08850708,-0.0838261828853,-20407.4477502,0.374612211268,-5.40002041007,0.207553966757,0.524963373436,280.66050941
2.5,4198471.94759,-1.64240894205E7,1.2243940871E7,1526.93725055,633.080560039,323.373556341,399.85509835,399.982895464,0.0443946016213,10012.9036578,-75.6710650151,36.0219115077,32.18857843872609,45.0062025284,2.63721430672,-0.0623908036096,-0.0124488506552,-0.00173451041536,-0.00155350371148,1077.35311563,0.00175483880228,1454.88882715,482.979518771,-1419.06033788,-0.0556993495401,-20408.053087,-0.562219356287,-5.36438672242,-0.0975100955812,0.524963329138,280.660510877
2.6,4198624.64101,-1.64240261118E7,1.22439732083E7,1526.93116853,633.094154025,323.372495297,399.853584695,399.984354708,0.0433508349556,10012.8992699,-75.670929827,36.022021293,32.18857855987425,45.0063600434,2.63743144418,-0.0638567360488,-0.0119134451124,-0.00177873026484,-0.00158757353951,1077.35313307,0.00175483904401,1454.88907465,482.979534404,-1419.03540483,-0.0204672035452,-20408.5888271,-0.929924976524,-5.31175301862,-0.477397557056,0.524963285169,280.66051161
